Params: 0-univ-count= 32 , 1-n= 5
Tactic call exact-regression-linear ran for 0. secs (0.u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.002 secs (0.002u,0.s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.001 secs (0.001u,0.s)
Params: 0-univ-count= 64 , 1-n= 6
Tactic call exact-regression-linear ran for 0.001 secs (0.001u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.003 secs (0.002u,0.s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.002 secs (0.001u,0.s)
Params: 0-univ-count= 128 , 1-n= 7
Tactic call exact-regression-linear ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.043 secs (0.04u,0.002s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.04 secs (0.038u,0.002s)
Params: 0-univ-count= 256 , 1-n= 8
Tactic call exact-regression-linear ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.015 secs (0.014u,0.s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.01 secs (0.009u,0.s)
Params: 0-univ-count= 512 , 1-n= 9
Tactic call exact-regression-linear ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.041 secs (0.04u,0.s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.031 secs (0.03u,0.s)
Params: 0-univ-count= 1024 , 1-n= 10
Tactic call exact-regression-linear ran for 0.02 secs (0.02u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.07 secs (0.07u,0.s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.05 secs (0.05u,0.s)
Params: 0-univ-count= 2048 , 1-n= 11
Tactic call exact-regression-linear ran for 0.057 secs (0.057u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.197 secs (0.187u,0.009s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.139 secs (0.129u,0.009s)
Params: 0-univ-count= 4096 , 1-n= 12
Tactic call exact-regression-linear ran for 0.114 secs (0.112u,0.001s) (success)
Tactic call abstract-regression-quadratic ran for 0.353 secs (0.347u,0.005s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.239 secs (0.235u,0.003s)
Params: 0-univ-count= 8192 , 1-n= 13
Tactic call exact-regression-linear ran for 0.24 secs (0.239u,0.s) (success)
Tactic call abstract-regression-quadratic ran for 0.761 secs (0.757u,0.003s) (success)
Tactic call close-abstract-regression-quadratic ran for 0.521 secs (0.518u,0.003s)
Params: 0-univ-count= 16384 , 1-n= 14
Tactic call exact-regression-linear ran for 0.544 secs (0.537u,0.006s) (success)
Tactic call abstract-regression-quadratic ran for 1.71 secs (1.697u,0.011s) (success)
Tactic call close-abstract-regression-quadratic ran for 1.165 secs (1.159u,0.004s)
